tweet_created_at,tweet_favorite_count,tweet_in_reply_to_user_id,tweet_retweet_count,user_created_at,user_default_profile,user_default_profile_image,user_favourites_count,user_followers_count,user_friends_count,user_geo_enabled,user_has_extended_profile,user_id,user_listed_count,user_location,user_statuses_count,user_name,user_screen_name
Fri Sep 07 13:28:59 +0000 2018,1,822215679726100000 ,0,Mon Aug 06 13:34:32 +0000 2012,0,0,70740,3120,611,1,0,740637475 ,10,,114602,STOP BANNING PATRIOTS,NYlovesTrump
Fri Sep 07 13:28:32 +0000 2018,0,415859364 ,0,Tue Aug 02 14:54:22 +0000 2016,1,0,168,182,393,0,1,760488917774852000 ,0,"Salt Lake City, UT",314,Wiltavious,baddiewilz
Fri Sep 07 13:28:20 +0000 2018,22,1367531 ,4,Mon Jul 07 14:19:15 +0000 2014,0,0,252632,1749,996,1,1,2609726509 ,38,,6311, 叼,MothrOfADragon
Fri Sep 07 13:28:06 +0000 2018,2,415859364 ,1,Tue Nov 01 10:18:50 +0000 2011,1,0,85,147,294,1,0,402615256 ,0,,1533,exile_610,exile3081
Fri Sep 07 13:28:00 +0000 2018,1,267494959 ,0,Mon Aug 06 13:34:32 +0000 2012,0,0,70740,3120,611,1,0,740637475 ,10,,114602,STOP BANNING PATRIOTS,NYlovesTrump
Fri Sep 07 13:27:32 +0000 2018,0,3226540987 ,0,Wed Mar 09 02:52:04 +0000 2011,0,0,3343,1732,1126,1,1,262957661 ,8,tasting niya,68098,kyda,klcm_
Fri Sep 07 13:27:32 +0000 2018,0,14100972 ,0,Wed Oct 22 18:31:56 +0000 2008,1,0,8,862,684,0,0,16910215 ,120,"Silicon Valley, CA",1904,Bill Odell,Bodel
Fri Sep 07 13:26:19 +0000 2018,1,2230538219 ,0,Fri Dec 21 01:38:44 +0000 2012,1,0,763,562,561,0,1,1025399142 ,0,,422,Zae Bae,_Zae_Bae
Fri Sep 07 13:24:49 +0000 2018,0,387994320 ,0,Fri Jan 22 20:20:47 +0000 2016,1,0,4315,27,262,0,0,4836185157 ,0,,505,Laura Sweeney,sweenmines
Fri Sep 07 13:24:32 +0000 2018,8,25073877 ,1,Fri Oct 12 02:09:23 +0000 2012,1,0,74831,869,510,0,0,874755661 ,63,,188763,ForJusticeNow,now_justice
Fri Sep 07 13:24:10 +0000 2018,1,15012486 ,0,Sun Jul 03 21:13:23 +0000 2016,0,0,13000,530,1376,1,1,749712665744961000 ,32,"Columbus, OH",36168,Columbus Neon ,ColumbusNeon
Fri Sep 07 13:23:42 +0000 2018,0,25073877 ,0,Mon Nov 05 19:47:11 +0000 2012,0,0,1933,467,1288,1,1,928292173 ,5,,5373,Ms_TT,Ms_TT785
Fri Sep 07 13:22:43 +0000 2018,0,415859364 ,0,Sun Mar 14 05:42:28 +0000 2010,0,0,13335,288,365,0,0,122871795 ,15,on The Block in Beantown,16893,me.,blahzayskippy
Fri Sep 07 13:19:55 +0000 2018,0,25073877 ,0,Sun Sep 11 17:35:21 +0000 2011,1,0,1663,8,186,0,1,371869759 ,0,Albuquerque,229,tabby,jinx3cats
Fri Sep 07 13:18:45 +0000 2018,125,23217907 ,4,Sun Nov 22 15:53:08 +0000 2009,0,0,4222,440,745,0,0,91812903 ,49,London,13422,Tim Fenton,PompeyTim69
Fri Sep 07 13:17:28 +0000 2018,96,17316061 ,16,Tue Nov 11 18:42:56 +0000 2008,0,0,12441,2221,2637,1,1,17316061 ,158,Virginia,74404,Ebony,hey_ebie
Fri Sep 07 13:17:17 +0000 2018,0,25073877 ,0,Fri Jan 21 13:53:37 +0000 2011,0,0,643,1615,934,1,1,241111102 ,24,0x3fff0010,27863,Guru Meditation,afrikandionysus
Fri Sep 07 13:16:54 +0000 2018,0,25073877 ,0,Fri Jul 26 10:54:20 +0000 2013,0,0,392,182,942,0,0,1622649954 ,1,,342,Aakash Rai,Aakashrai2017
Fri Sep 07 13:16:23 +0000 2018,0,4870912583 ,0,Wed Mar 06 05:09:18 +0000 2013,1,0,9461,164,872,0,0,1245307916 ,9,"Texas, USA",10516,BABSG,Babsg1954
Fri Sep 07 13:16:16 +0000 2018,1,15416955 ,0,Sat Oct 24 05:16:31 +0000 2009,0,0,1012,55,136,0,0,84772795 ,0,"Cary, NC",741,CZLong,czlong
Fri Sep 07 13:14:22 +0000 2018,0,4442267062 ,1,Thu Jan 20 12:44:18 +0000 2011,0,0,1145,10326,8067,1,0,240657751 ,125,,32791,SteinbeckAfrica,SteinbeckAfrica
Fri Sep 07 13:13:50 +0000 2018,0,25073877 ,0,Wed Jan 11 14:10:11 +0000 2017,1,1,124,1,8,1,0,819184635338956000 ,16,,2012,Linda,Lindaiswatching
Fri Sep 07 13:13:35 +0000 2018,39,1016076885418130000 ,5,Wed Sep 04 13:14:29 +0000 2013,1,0,6062,503,802,1,1,1728736922 ,6,"New Mexico, USA",3441,吼盖ina Lopez 吼,Ginasdreaming
Fri Sep 07 13:13:05 +0000 2018,0,1037716389509840000 ,0,Thu Sep 06 14:57:21 +0000 2018,1,0,1,2,52,0,0,1037716389509840000 ,0,,4,Well_1995,wellie_s
Fri Sep 07 13:12:57 +0000 2018,1,25073877 ,0,Thu Jun 23 08:03:50 +0000 2016,1,0,134256,1005,830,0,1,745890091025961000 ,72,Earth,121183,NastySnowflake,KimWill007
Fri Sep 07 13:12:32 +0000 2018,0,25073877 ,0,Mon Mar 23 00:41:25 +0000 2009,1,0,57452,1335,1622,1,0,25917851 ,3,"Houston, TX",47278,Susan Handley,Handleys
Fri Sep 07 13:12:04 +0000 2018,0,25073877 ,0,Tue Oct 22 19:46:44 +0000 2013,1,0,859,66,624,0,0,2148825736 ,1,"London, England",500,ABresky,ABresky
Fri Sep 07 13:10:43 +0000 2018,81,25073877 ,13,Mon Mar 19 22:26:34 +0000 2012,0,0,5091,15388,1272,1,0,529784320 ,268,,13028,Etan Thomas,etanthomas36
Fri Sep 07 13:10:37 +0000 2018,1,38476367 ,0,Fri Mar 04 17:41:43 +0000 2011,1,0,1449,208,438,0,0,260824491 ,13,"Gary, Indiana",16617,Gary Tan,ahkautan
Fri Sep 07 13:10:23 +0000 2018,0,379767285 ,0,Fri Jun 27 02:41:54 +0000 2014,1,0,7060,626,570,0,0,2590620510 ,34,MAGA City,13818,D.C. Bozos庐,536Clowns
Fri Sep 07 13:09:51 +0000 2018,0,25073877 ,0,Tue May 15 15:24:34 +0000 2012,1,1,9,0,20,0,0,580983128 ,0,,9,Louis Ruiz,CR3ATIVEWON
Fri Sep 07 13:08:18 +0000 2018,0,19107878 ,0,Sun Oct 07 21:36:36 +0000 2012,1,0,28746,197,144,0,0,866993064 ,3,,7263,Claudia Mann,ClaudiaWMann
Fri Sep 07 13:08:18 +0000 2018,0,25073877 ,0,Wed Dec 08 03:00:55 +0000 2010,1,0,892,607,881,1,0,224081409 ,9,"Phoenix, Arizona",4266,Andrew Quirk,Quirkules
Fri Sep 07 13:08:17 +0000 2018,0,44470739 ,0,Sun Jan 24 19:35:18 +0000 2010,0,0,7226,862,905,1,1,108078631 ,59,"Boston, MA",29642,娥涣lexander,realAlexIvanov
Fri Sep 07 13:08:08 +0000 2018,124,1016076885418130000 ,10,Wed Sep 04 13:14:29 +0000 2013,1,0,6062,503,802,1,1,1728736922 ,6,"New Mexico, USA",3441,吼盖ina Lopez 吼,Ginasdreaming
Fri Sep 07 13:08:07 +0000 2018,0,40255499 ,0,Fri Sep 07 13:05:15 +0000 2018,1,1,0,0,2,0,0,1038050564045790000 ,0,,1,Kenneth Romero,KenRomeroCruz
Fri Sep 07 13:08:06 +0000 2018,0,25073877 ,0,Mon Dec 29 21:47:41 +0000 2008,0,0,13514,3142,3168,1,0,18460948 ,10,Wisconsin ,,ピhatsWhatSheSaidガFalse,9154
Fri Sep 07 13:08:03 +0000 2018,0,415859364 ,0,Tue Oct 03 19:54:49 +0000 2017,1,0,142,13,44,0,0,915304149528522000 ,0,,133,Jaxson Turner N2Y2C,JaxsonTurnerCF
Fri Sep 07 13:07:12 +0000 2018,0,996337044245876000 ,0,Sun Jan 02 13:02:39 +0000 2011,0,0,125,2337,952,1,1,233155539 ,21,Ur Mind,13149,Paul Ifendu Ukonu,PaulUkonu
Fri Sep 07 13:06:48 +0000 2018,0,45055696 ,0,Mon Jun 06 16:12:26 +0000 2016,0,0,18705,3776,3889,0,0,739852455739957000 ,9,United States,,乖ruepatriotlady宫False,25197
Fri Sep 07 13:06:48 +0000 2018,19,25073877 ,1,Thu Jul 02 19:18:52 +0000 2009,0,0,85942,7961,7848,0,0,53158947 ,230,In Your Mind,341453,Nicole ,MzDivah67
Fri Sep 07 13:06:35 +0000 2018,0,1681224612 ,1,Thu Jan 20 12:44:18 +0000 2011,0,0,1145,10326,8067,1,0,240657751 ,125,,32791,SteinbeckAfrica,SteinbeckAfrica
Fri Sep 07 13:03:57 +0000 2018,1,133938408 ,0,Sat Aug 25 16:03:59 +0000 2018,1,0,99,182,321,0,1,1033384502796720000 ,10,"Virginia, USA",176,MrzMayo4Life,Mayo4Mz
Fri Sep 07 13:03:49 +0000 2018,0,25073877 ,0,Thu Jul 16 19:45:47 +0000 2009,1,0,2349,945,996,1,0,57426332 ,2,508,25139,Jayo,johnkaye508
Fri Sep 07 13:03:07 +0000 2018,0,25073877 ,0,Sat Nov 05 17:45:11 +0000 2016,0,0,324,15,160,1,1,794958755490316000 ,0,Middle Earth 浆Carlos Torres,,FALSE,319
Fri Sep 07 13:03:01 +0000 2018,0,17069700 ,0,Wed Sep 25 18:23:56 +0000 2013,1,0,25453,1143,1145,0,0,1905060397 ,45,USA,26993,Shanae,ro_shanae
Fri Sep 07 13:03:00 +0000 2018,0,415859364 ,0,Wed Feb 29 19:42:21 +0000 2012,0,0,2647,455,455,0,1,509149292 ,3,"Dallas, TX",5769,Matt Samuel,MattySam1230
Fri Sep 07 13:02:52 +0000 2018,0,25073877 ,0,Thu Mar 17 23:37:50 +0000 2016,0,0,31729,297,890,0,0,710611130117283000 ,3,,6931,jennifer,jennmcgrath4
Fri Sep 07 13:02:39 +0000 2018,1,857271616287514000 ,0,Wed Apr 26 16:34:15 +0000 2017,1,0,123,114,159,1,0,857271616287514000 ,5,New York City,136,Fair Play Coalition,fairplayNYC
Fri Sep 07 13:00:57 +0000 2018,0,47379354 ,0,Sun Oct 07 21:36:36 +0000 2012,1,0,28746,197,144,0,0,866993064 ,3,,7263,Claudia Mann,ClaudiaWMann
Fri Sep 07 13:00:48 +0000 2018,1,25073877 ,0,Fri Aug 31 02:47:08 +0000 2012,1,0,942,420,835,0,1,792905576 ,4,toronto,1557,JY,jy_zullo
Fri Sep 07 13:00:07 +0000 2018,0,25073877 ,0,Mon Mar 09 14:55:02 +0000 2009,0,0,3708,1523,4995,1,0,23443807 ,8,Maine,11758,gary cameron,gcameron1
Fri Sep 07 12:59:45 +0000 2018,1,2223691094 ,0,Sun Oct 07 21:36:36 +0000 2012,1,0,28746,197,144,0,0,866993064 ,3,,7263,Claudia Mann,ClaudiaWMann
Fri Sep 07 12:59:24 +0000 2018,183,342823581 ,11,Tue Dec 02 00:24:00 +0000 2014,1,0,517,201,342,1,0,2901518181 ,3,"Ft. Worth, TX",865,Charles Jones,ncfcdjones
Fri Sep 07 12:59:07 +0000 2018,1,25073877 ,0,Sun Apr 26 15:30:30 +0000 2015,1,0,1599,16,68,0,0,3176850812 ,0,"Minneapolis, MN",77,ann Olberding,annieo40
Fri Sep 07 12:58:46 +0000 2018,1,17004618 ,0,Sat Sep 29 07:26:43 +0000 2012,1,0,4955,61,226,0,0,852420980 ,0,,1722,amberlyn,ambermwr
Fri Sep 07 12:58:35 +0000 2018,0,25073877 ,0,Mon Jun 18 21:51:34 +0000 2012,0,0,891,22,172,0,0,612033523 ,0,Canada,501,Mama Kovos,MamaKovos
Fri Sep 07 12:58:11 +0000 2018,0,17564591 ,0,Thu Jun 18 10:33:49 +0000 2009,0,0,113826,12512,12651,0,0,48310513 ,8,"Texas, USA",107975,Patriot Mary,YoriKitKat
Fri Sep 07 12:57:38 +0000 2018,0,4710167866 ,0,Tue Jan 05 01:20:29 +0000 2016,0,0,1881,401,275,0,0,4710167866 ,36,,8037,    ,k30blzr
Fri Sep 07 12:57:37 +0000 2018,2,744252001572233000 ,0,Sun Oct 07 21:36:36 +0000 2012,1,0,28746,197,144,0,0,866993064 ,3,,7263,Claudia Mann,ClaudiaWMann
Fri Sep 07 12:57:09 +0000 2018,0,25073877 ,0,Fri Apr 12 17:47:04 +0000 2013,0,0,1670,49,107,1,0,1347359832 ,1,"Seattle, WA",2555,Christian Carroll,Seattle_Hoosier
Fri Sep 07 12:56:45 +0000 2018,1,25073877 ,0,Tue Oct 26 17:33:14 +0000 2010,1,0,6372,498,1069,1,1,208120999 ,5,"North Little Rock, AR",5301,HawgGirl,SunnyI86
Fri Sep 07 12:56:06 +0000 2018,0,20624061 ,0,Sat Dec 09 03:00:41 +0000 2017,1,1,12,2,11,0,0,939328921409073000 ,0,,12,Joe,oztrojan85
Fri Sep 07 12:55:56 +0000 2018,0,415859364 ,0,Wed Jan 26 19:28:56 +0000 2011,0,0,3094,427,673,0,0,243309262 ,3,Pale blue dot.,2713,Matthew Sizemore,nesmaniac2002
Fri Sep 07 12:55:46 +0000 2018,1,115710058 ,0,Sun Oct 07 21:36:36 +0000 2012,1,0,28746,197,144,0,0,866993064 ,3,,7263,Claudia Mann,ClaudiaWMann
Fri Sep 07 12:55:45 +0000 2018,0,2467791 ,1,Thu Nov 11 23:22:26 +0000 2010,0,0,8991,131,130,0,0,214668138 ,3,EnRoute,6887,RachelGoodstein,rachelgoodstein
Fri Sep 07 12:53:45 +0000 2018,0,15808765 ,0,Tue Dec 06 01:59:17 +0000 2016,1,0,255,5,42,0,0,805954734817497000 ,1,,304,mosthated,mosthated08
Fri Sep 07 12:53:29 +0000 2018,0,415859364 ,0,Fri Aug 01 18:09:15 +0000 2008,0,0,12729,8457,9124,0,0,15692273 ,130,"Possum Hollow, USA",50889,madmilker,madmilker
Fri Sep 07 12:52:59 +0000 2018,3,25073877 ,1,Thu Jun 28 14:45:13 +0000 2012,1,0,10529,160,256,0,0,621043142 ,3,"Columbia, SC USA",6351,Indigo GRITS,IndigoGRITS
Fri Sep 07 12:52:27 +0000 2018,6,1367531 ,0,Tue Apr 03 13:10:59 +0000 2018,0,0,475,1222,2279,0,1,981157112947585000 ,1,United States,3013,Unsolicited Opinions,UnsolicitedOpin
Fri Sep 07 12:52:11 +0000 2018,0,46406141 ,0,Sat Mar 17 05:35:23 +0000 2018,1,0,882,14,9,0,1,974881863096414000 ,0,"Zermatt, Switzerland",480,Jon McMindes,badbillypratt
Fri Sep 07 12:51:53 +0000 2018,0,16560657 ,0,Mon Mar 09 00:38:28 +0000 2015,0,0,266,38,225,0,0,3080668731 ,0,,329,Jayden paseoc,Lukaku69
Fri Sep 07 12:51:02 +0000 2018,5,25073877 ,1,Sun Jan 29 11:05:30 +0000 2017,1,0,27,175,248,0,0,825661138167791000 ,0,含Resist_EU,,FALSE,497
Fri Sep 07 12:51:00 +0000 2018,0,415859364 ,0,Sun Jun 13 23:26:53 +0000 2010,0,0,8132,39,262,0,0,155365635 ,0,,693,Helena Basket,Helena_Basket
Fri Sep 07 12:50:39 +0000 2018,84,25073877 ,9,Mon Jul 04 14:52:05 +0000 2011,1,1,2086,41,258,0,0,329096291 ,1,,1446,Jill Fredey,huntchef52
Fri Sep 07 12:50:01 +0000 2018,0,216115918 ,0,Wed Apr 15 10:54:21 +0000 2009,0,0,1360,789,1288,1,1,31382659 ,4,Nigeria,7702,Nkemjika Ibeawuchi,Nkemjika
Fri Sep 07 12:49:56 +0000 2018,0,133938408 ,0,Sat Feb 13 16:34:54 +0000 2010,0,0,1812,189,261,0,1,113963349 ,1,,2478,LaFaye,lafaye1006
Fri Sep 07 12:49:48 +0000 2018,0,23494080 ,0,Wed Jun 18 16:40:54 +0000 2014,1,0,268,91,553,0,0,2620491280 ,5,,649,Michael Strauss,MichaelStraus15
Fri Sep 07 12:48:48 +0000 2018,1,25073877 ,0,Thu Mar 11 09:05:22 +0000 2010,1,0,1092,265,1323,0,0,122010650 ,6,"Jubail Industrial City, Kingdo",8221,Pablo,Manx_Thai
Fri Sep 07 12:48:47 +0000 2018,0,45055696 ,0,Sat Dec 09 03:00:41 +0000 2017,1,1,12,2,11,0,0,939328921409073000 ,0,,12,Joe,oztrojan85
Fri Sep 07 12:48:15 +0000 2018,0,770759270 ,0,Sun Oct 07 21:36:36 +0000 2012,1,0,28746,197,144,0,0,866993064 ,3,,7263,Claudia Mann,ClaudiaWMann
Fri Sep 07 12:48:12 +0000 2018,0,25073877 ,0,Thu Jul 06 10:37:49 +0000 2017,1,0,885,16,40,0,0,882911454013169000 ,1,Australia,2898,Bruce Force Lefarge,ForceLefarge
Fri Sep 07 12:47:59 +0000 2018,0,195271137 ,0,Sun Nov 10 23:11:50 +0000 2013,0,0,3220,11,93,0,0,2187320870 ,0,,846,Tried n Tested,Proven_again
Fri Sep 07 12:46:23 +0000 2018,1,25073877 ,0,Mon Dec 28 17:40:59 +0000 2015,1,0,30078,13209,13888,0,0,4634498301 ,55,"Chicago, IL",20418,Kimberly Kruse,KruseKimberly
Fri Sep 07 12:45:54 +0000 2018,0,25073877 ,0,Thu Aug 21 13:20:43 +0000 2014,0,0,44119,1633,4997,0,1,2749078589 ,91,"Eunice, Louisiana",47791,BrianArdoin,ByrdArdoin
Fri Sep 07 12:45:32 +0000 2018,0,329018682 ,0,Sun Oct 07 21:36:36 +0000 2012,1,0,28746,197,144,0,0,866993064 ,3,,7263,Claudia Mann,ClaudiaWMann
Fri Sep 07 12:45:10 +0000 2018,1,823005807201525000 ,0,Mon Nov 09 14:48:22 +0000 2009,0,0,70026,1278,1627,0,0,88679204 ,1,"NY, NY",,No More Ms. GneissGirl 94% 粳False,11936
Fri Sep 07 12:45:03 +0000 2018,0,132339474 ,0,Sun Oct 07 21:36:36 +0000 2012,1,0,28746,197,144,0,0,866993064 ,3,,7263,Claudia Mann,ClaudiaWMann
Fri Sep 07 12:44:05 +0000 2018,2,25073877 ,0,Fri Dec 08 16:07:18 +0000 2017,0,0,34245,2366,4951,0,0,939164490486173000 ,4,UnciMaka,11027,Grild Cheez,grild_cheez
Fri Sep 07 12:42:28 +0000 2018,0,19726613 ,0,Sat Jun 13 18:39:21 +0000 2009,0,0,6103,301,1719,1,1,46938373 ,6,West Palm Beach,10885,Don P,dparla
Fri Sep 07 12:42:21 +0000 2018,1,839599982885879000 ,0,Fri Jan 23 18:01:09 +0000 2015,1,0,1148,19,73,0,0,2993697175 ,27,,1597,David Juarez,Juarez7Dj
Fri Sep 07 12:41:30 +0000 2018,0,25073877 ,0,Tue Oct 18 19:00:59 +0000 2011,1,0,22934,501,383,1,1,393575217 ,3,Home Sweet Home,15665,MaasiesMess,MaasiesMess
Fri Sep 07 12:40:58 +0000 2018,4,724954296605917000 ,0,Sat Feb 07 23:10:32 +0000 2009,0,0,26883,13527,10255,0,0,20339841 ,125,USA (Under djt/gop Occupation),40773,LGBT+Resist 筹ü,Dyke67ny
Fri Sep 07 12:40:45 +0000 2018,2,25073877 ,0,Mon Feb 06 03:41:43 +0000 2017,1,0,10918,111,131,1,0,828448561281036000 ,2,"Manhattan, NY",2761,Patricia Massino,PatriciaMassino
Fri Sep 07 12:40:35 +0000 2018,0,25073877 ,0,Mon Jul 28 23:14:42 +0000 2014,1,0,3965,33,28,0,0,2688596305 ,0,"Tennessee, USA",424,Yvette Caccia,YCaccia
Fri Sep 07 12:40:33 +0000 2018,5,308177249 ,1,Sun Feb 20 21:20:46 +0000 2011,1,0,2010,166,389,0,0,255186779 ,0,Mo City,5431,Mike Lowery Jr.,SmittyLaFlair
Fri Sep 07 12:40:22 +0000 2018,0,329018682 ,0,Sun Oct 07 21:36:36 +0000 2012,1,0,28746,197,144,0,0,866993064 ,3,,7263,Claudia Mann,ClaudiaWMann
Fri Sep 07 12:40:11 +0000 2018,0,930595042107957000 ,0,Wed Nov 15 00:35:22 +0000 2017,1,0,162,12,105,0,0,930595042107957000 ,0,"Colorado, USA",102,Alimaj,jamgordy
Fri Sep 07 12:39:57 +0000 2018,0,415859364 ,0,Fri Sep 07 12:33:19 +0000 2018,1,0,0,0,13,0,1,1038042529248230000 ,0,,1,Chris,ninkasicrush
Fri Sep 07 12:38:44 +0000 2018,0,25073877 ,0,Sat Mar 12 02:02:43 +0000 2016,1,0,86434,2531,2997,0,0,708473261097689000 ,53,,93049,Nancy L. Russell,notrump57
Fri Sep 07 12:38:33 +0000 2018,0,8839632 ,0,Tue Nov 17 21:21:46 +0000 2015,1,0,10735,93,482,0,0,4271726654 ,8,,50,GinnieD.,ginniedj1
Fri Sep 07 12:37:21 +0000 2018,0,25073877 ,0,Mon Dec 15 15:40:14 +0000 2014,0,0,90268,669,418,0,0,2923086124 ,6,some otherwhere,8736,coyote borders,coyote_borders
Fri Sep 07 12:36:39 +0000 2018,0,16250929 ,0,Sun Oct 07 21:36:36 +0000 2012,1,0,28746,197,144,0,0,866993064 ,3,,7263,Claudia Mann,ClaudiaWMann
Fri Sep 07 12:36:36 +0000 2018,0,415859364 ,0,Tue Sep 04 18:59:16 +0000 2018,1,1,10,2,41,0,0,1037052491974810000 ,0,,6,Wizmic1,Wizmic11
Fri Sep 07 12:35:38 +0000 2018,28,132339474 ,6,Fri Jan 21 21:46:38 +0000 2011,1,0,15371,2857,2835,1,0,241275401 ,3,Earth,7863,Jason Cox,JasonIsWinning
Fri Sep 07 12:35:24 +0000 2018,0,25073877 ,0,Fri Jan 27 23:25:15 +0000 2017,1,0,638,66,122,0,0,825122525898223000 ,0,,3834,IWriteLeft,iwriteleft
Fri Sep 07 12:34:43 +0000 2018,0,15809479 ,0,Sun Sep 30 04:11:19 +0000 2012,1,0,11550,96,195,0,0,854085349 ,0,,5312,Vote them out November 2018!,beverly44889890
Fri Sep 07 12:34:27 +0000 2018,0,25073877 ,0,Fri Mar 16 11:09:37 +0000 2012,1,0,7770,142,272,1,1,526282545 ,5,Florida,7898,jack havoc,yurastupidbitch
Fri Sep 07 12:33:12 +0000 2018,0,817113 ,0,Tue Jul 19 19:25:39 +0000 2016,1,0,6486,37,530,0,1,755483760024518000 ,1,"North Carolina, USA - Wakanda",2010,Sha Thomas,evermore1865
Fri Sep 07 12:32:59 +0000 2018,0,1917731 ,0,Mon Jun 06 04:46:45 +0000 2016,0,0,3594,576,583,0,0,739679897824591000 ,3,,17465,ENOUGH! ,Amoral_Drumpf
Fri Sep 07 12:30:17 +0000 2018,1,1367531 ,0,Thu Sep 06 20:06:39 +0000 2012,1,0,7447,110,249,0,0,807508866 ,2,,4283,christine crittenden,christinecritte
Fri Sep 07 12:29:54 +0000 2018,1,26589987 ,0,Sun Jan 24 23:53:44 +0000 2010,1,0,4057,274,731,0,1,108134775 ,3,"M茅xico, D.F.",4789,Nel,hdz_nel
Fri Sep 07 12:29:47 +0000 2018,0,15012486 ,0,Sun Feb 15 07:42:09 +0000 2015,1,0,47206,503,499,1,0,3038457369 ,14,,15354,Michael Allen,msa_allen
Fri Sep 07 12:28:55 +0000 2018,0,45055696 ,0,Tue Jul 14 17:31:51 +0000 2009,0,0,3365,1918,3787,1,1,56757292 ,44,Detroit Michigan,44803,Darron  McKinney,darronmckinney
Fri Sep 07 12:28:45 +0000 2018,2,15791186 ,0,Wed Apr 14 17:06:06 +0000 2010,0,0,68602,3018,5000,1,1,132964988 ,407,"Rockford, IL USA",107166,Angela Rae Jones,GreenToneEnviro
Fri Sep 07 12:26:47 +0000 2018,0,773280684173463000 ,0,Wed Jan 07 13:52:48 +0000 2009,0,0,7213,3132,2800,0,0,18721473 ,104,NY/LA,23365,HOOD HEFNER,HOODHEFNER
Fri Sep 07 12:26:25 +0000 2018,0,25073877 ,0,Thu Dec 18 21:33:53 +0000 2008,0,0,129,58,155,1,1,18225994 ,1,Minneapolis,602,MrsStMartin,MrsSaintMartin
Fri Sep 07 12:25:53 +0000 2018,2,43919633 ,0,Tue Jun 26 13:07:00 +0000 2018,1,0,311,9,567,0,0,1011596689197680000 ,0,"Pennsylvania, USA",508,ThinkThinkAboutIt,Thinkthinkabou1
Fri Sep 07 12:25:51 +0000 2018,3,1028057496198490000 ,3,Fri Apr 13 21:15:05 +0000 2018,1,0,1835,723,721,0,1,984902819462475000 ,0,"Abeokuta, Nigeria",1142,4loxie,4loxie_bv
Fri Sep 07 12:25:17 +0000 2018,0,1281373171 ,0,Tue Mar 19 19:54:05 +0000 2013,0,0,42864,1166,469,1,1,1281373171 ,34,,32144,Lassie_Fanatic,Lassie_Fan
Fri Sep 07 12:24:04 +0000 2018,0,25073877 ,0,Sun Nov 06 23:44:26 +0000 2016,1,0,150,17,29,0,1,795411550760763000 ,2,,92,John T. Hargenrader,JohnHargenrader
Fri Sep 07 12:23:56 +0000 2018,0,25073877 ,0,Thu Sep 14 22:34:00 +0000 2017,1,0,2948,33,229,0,0,908458840252977000 ,0,Gold Hill NC,1621,Lisa B,LDBPNV
Fri Sep 07 12:23:35 +0000 2018,0,45055696 ,0,Fri Dec 09 02:06:46 +0000 2011,0,0,122,31,171,1,0,432116580 ,0,Ottawa,260,Rebecca Donaldson,InkdRagDoll
Fri Sep 07 12:23:13 +0000 2018,0,978376837079248000 ,0,Tue Jun 23 01:14:18 +0000 2009,1,0,40373,2153,4327,0,0,49837061 ,5,"Pennsylvania, USA",49509,The Life of Riley火锔金,terryspa
Fri Sep 07 12:22:15 +0000 2018,0,759251 ,0,Wed Apr 25 00:48:48 +0000 2018,1,0,1201,19,71,0,1,988942867925217000 ,1,"Pebble Creek, FL",1108,DavidMarc45,DMarc45
Fri Sep 07 12:22:08 +0000 2018,0,3073417684 ,0,Fri Jul 26 10:54:20 +0000 2013,0,0,392,182,942,0,0,1622649954 ,1,,342,Aakash Rai,Aakashrai2017
Fri Sep 07 12:21:31 +0000 2018,0,1025290924371430000 ,0,Fri Apr 13 21:15:05 +0000 2018,1,0,1835,723,721,0,1,984902819462475000 ,0,"Abeokuta, Nigeria",1142,4loxie,4loxie_bv
Fri Sep 07 12:21:20 +0000 2018,0,25073877 ,0,Sat Jul 25 16:38:37 +0000 2015,1,0,2217,32,189,0,1,3293071770 ,0,"Chicago, IL",219,Kathy Torres,Destiny_ktejjj
Fri Sep 07 12:20:15 +0000 2018,0,25073877 ,0,Mon Jul 11 07:46:40 +0000 2016,0,0,8114,346,3172,1,1,752408749977907000 ,1,"Houston, TX",3488,解锔金NVNA-STAR○拣,TheRealNVLights
Fri Sep 07 12:19:49 +0000 2018,0,25073877 ,0,Wed Jun 01 17:37:45 +0000 2011,0,0,4264,925,835,1,0,309185503 ,29,"Muskoka/Toronto, Ontario",11577,Dawn MacDonald,WeekendnMuskoka
Fri Sep 07 12:19:22 +0000 2018,0,25073877 ,0,Wed Feb 02 06:14:04 +0000 2011,1,0,4921,37,128,0,0,246139194 ,0,"Redmond, WA",768,Kim McGee,KLM4064
Fri Sep 07 12:18:50 +0000 2018,0,16589206 ,0,Thu Jul 17 22:47:39 +0000 2014,1,0,2703,37,159,1,0,2655112550 ,0,,1415,Louis Finch,FLINCHYfinch
Fri Sep 07 12:18:46 +0000 2018,1,25073877 ,0,Mon Aug 27 02:32:49 +0000 2012,1,0,1042,20,74,1,0,783629520 ,0,,1327,HippieDBA,HippieDBA
Fri Sep 07 12:18:24 +0000 2018,0,126755086 ,0,Sun Mar 06 02:10:12 +0000 2016,1,1,15,5,0,0,0,706300818715181000 ,0,,1355,navy26vet,navy26vet
Fri Sep 07 12:18:22 +0000 2018,0,133938408 ,0,Sat Oct 20 12:26:34 +0000 2012,0,0,4731,70,735,0,0,893144456 ,0,Ontario Canada,1329,Heather Keating,Heather14254951
